action,type,guard,break_glass,registry_line,domain,current_owner,direct_branch_line,target_owner
a:ca,edit,none,False,336,leads,src/bot/bot.js,35901,src/bot/domains/leads/callbacks.js
a:cur_gw_check_do,edit,none,False,337,giveaways,src/bot/bot.js,26820,src/bot/domains/giveaways/callbacks.js
a:cur_gw_check_q,edit,none,False,338,giveaways,src/bot/bot.js,26790,src/bot/domains/giveaways/callbacks.js
a:cur_gw_log,edit,none,False,339,giveaways,src/bot/bot.js,26733,src/bot/domains/giveaways/callbacks.js
a:cur_gw_note_q,edit,none,False,340,giveaways,src/bot/bot.js,26853,src/bot/domains/giveaways/callbacks.js
a:cur_gw_open,edit,none,False,341,giveaways,src/bot/bot.js,26710,src/bot/domains/giveaways/callbacks.js
a:cur_gw_owner_q,edit,none,False,342,giveaways,src/bot/bot.js,26766,src/bot/domains/giveaways/callbacks.js
a:cur_gw_owner_send,edit,none,False,343,giveaways,src/bot/bot.js,26777,src/bot/domains/giveaways/callbacks.js
a:cur_gw_remind_q,edit,none,False,344,giveaways,src/bot/bot.js,26744,src/bot/domains/giveaways/callbacks.js
a:cur_gw_remind_send,edit,none,False,345,giveaways,src/bot/bot.js,26755,src/bot/domains/giveaways/callbacks.js
a:cur_gw_stats,edit,none,False,346,giveaways,src/bot/bot.js,26722,src/bot/domains/giveaways/callbacks.js
a:cur_home,edit,none,False,347,curation,src/bot/bot.js,26571,src/bot/domains/curation/callbacks.js
a:cur_inbox,edit,none,False,348,curation,src/bot/bot.js,26583,src/bot/domains/curation/callbacks.js
a:cur_invite,edit,none,False,349,curation,src/bot/bot.js,35826,src/bot/domains/curation/callbacks.js
a:cur_leave_do,edit,none,False,350,curation,src/bot/bot.js,26680,src/bot/domains/curation/callbacks.js
a:cur_leave_q,edit,none,False,351,curation,src/bot/bot.js,26637,src/bot/domains/curation/callbacks.js
a:cur_list,edit,none,False,352,curation,src/bot/bot.js,35892,src/bot/domains/curation/callbacks.js
a:cur_manage,edit,none,False,353,curation,src/bot/bot.js,35813,src/bot/domains/curation/callbacks.js
a:cur_mode_set,edit,none,False,354,curation,src/bot/bot.js,26535,src/bot/domains/curation/callbacks.js
a:cur_note_cancel,edit,none,False,355,curation,src/bot/bot.js,26904,src/bot/domains/curation/callbacks.js
a:cur_rm_do,edit,none,False,356,curation,src/bot/bot.js,35939,src/bot/domains/curation/callbacks.js
a:cur_rm_q,edit,none,False,357,curation,src/bot/bot.js,35923,src/bot/domains/curation/callbacks.js
a:cur_ws,edit,none,False,358,workspaces,src/bot/bot.js,26618,src/bot/domains/workspaces/callbacks.js
a:cur_ws_off,edit,none,False,359,workspaces,src/bot/bot.js,26598,src/bot/domains/workspaces/callbacks.js
a:curator_home,edit,none,False,360,curation,unresolved_or_generated,,src/bot/domains/curation/callbacks.js
a:curators,edit,require_redis,False,361,curation,unresolved_or_generated,,src/bot/domains/curation/callbacks.js
a:curators_home,edit,none,False,362,curation,unresolved_or_generated,,src/bot/domains/curation/callbacks.js
a:feat_buy,pay,require_redis,False,363,monetization_products,src/bot/bot.js,30587,src/bot/domains/monetization/callbacks.js
a:feat_example,edit,require_redis,False,364,monetization_products,src/bot/bot.js,30535,src/bot/domains/monetization/callbacks.js
a:feat_home,edit,none,False,365,monetization_products,src/bot/bot.js,30526,src/bot/domains/monetization/callbacks.js
a:feat_inc,edit,require_redis,False,366,monetization_products,src/bot/bot.js,30544,src/bot/domains/monetization/callbacks.js
a:feat_stop,edit,require_redis,False,367,monetization_products,src/bot/bot.js,30627,src/bot/domains/monetization/callbacks.js
a:feat_view,edit,none,False,368,monetization_products,src/bot/bot.js,30619,src/bot/domains/monetization/callbacks.js
a:folder_add,edit,require_redis,False,369,workspaces,src/bot/bot.js,36017,src/bot/domains/workspaces/callbacks.js
a:folder_clear_do,edit,require_redis,False,370,workspaces,src/bot/bot.js,36076,src/bot/domains/workspaces/callbacks.js
a:folder_clear_q,edit,none,False,371,workspaces,src/bot/bot.js,36063,src/bot/domains/workspaces/callbacks.js
a:folder_delete_do,edit,require_redis,False,372,workspaces,src/bot/bot.js,36101,src/bot/domains/workspaces/callbacks.js
a:folder_delete_q,edit,none,False,373,workspaces,src/bot/bot.js,36088,src/bot/domains/workspaces/callbacks.js
a:folder_export,edit,require_redis,False,374,workspaces,src/bot/bot.js,36113,src/bot/domains/workspaces/callbacks.js
a:folder_new,edit,require_redis,False,375,workspaces,src/bot/bot.js,36004,src/bot/domains/workspaces/callbacks.js
a:folder_open,edit,none,False,376,workspaces,src/bot/bot.js,35998,src/bot/domains/workspaces/callbacks.js
a:folder_remove,edit,require_redis,False,377,workspaces,src/bot/bot.js,36037,src/bot/domains/workspaces/callbacks.js
a:folder_rename,edit,require_redis,False,378,workspaces,src/bot/bot.js,36050,src/bot/domains/workspaces/callbacks.js
a:folders_home,edit,none,False,379,workspaces,src/bot/bot.js,35992,src/bot/domains/workspaces/callbacks.js
a:folders_my,edit,require_redis,False,380,workspaces,src/bot/bot.js,35978,src/bot/domains/workspaces/callbacks.js
a:founder,pay,require_redis,False,381,founder,src/bot/bot.js,26336,src/bot/domains/founder/callbacks.js
a:founder_buy,pay,require_redis,False,382,founder,src/bot/bot.js,26342,src/bot/domains/founder/callbacks.js
a:go_dialogs,edit,require_redis,False,383,applications,src/bot/bot.js,25354,src/bot/domains/applications/callbacks.js
a:go_requests,edit,none,False,384,applications,src/bot/bot.js,25379,src/bot/domains/applications/callbacks.js
a:guide,edit,require_redis,False,385,navigation,src/bot/bot.js,25200,src/bot/domains/navigation/callbacks.js
a:gw_access,ops,require_redis,False,386,giveaways,src/bot/routes/gwAccess.js,,src/bot/domains/giveaways/callbacks.js
a:gw_access_checkme,ops,require_redis,False,387,giveaways,src/bot/routes/gwAccess.js,,src/bot/domains/giveaways/callbacks.js
a:gw_access_recheck,ops,require_redis,False,388,giveaways,src/bot/routes/gwAccess.js,,src/bot/domains/giveaways/callbacks.js
a:gw_access_user_prompt,ops,require_redis,False,389,giveaways,src/bot/routes/gwAccess.js,,src/bot/domains/giveaways/callbacks.js
a:gw_check,ops,require_redis,False,390,giveaways,src/bot/bot.js,37397,src/bot/domains/giveaways/callbacks.js
a:gw_confirm_push,ops,require_redis,False,391,giveaways,src/bot/bot.js,37148,src/bot/domains/giveaways/callbacks.js
a:gw_deadline,ops,require_redis,False,392,giveaways,src/bot/bot.js,37002,src/bot/domains/giveaways/callbacks.js
a:gw_deadline_custom,ops,require_redis,False,393,giveaways,src/bot/bot.js,37019,src/bot/domains/giveaways/callbacks.js
a:gw_del_do,ops,require_redis,False,394,giveaways,src/bot/bot.js,36514,src/bot/domains/giveaways/callbacks.js
a:gw_del_q,ops,none,False,395,giveaways,src/bot/bot.js,36490,src/bot/domains/giveaways/callbacks.js
a:gw_draw_do,ops,require_redis,False,396,giveaways,src/bot/bot.js,37612,src/bot/domains/giveaways/callbacks.js
a:gw_draw_now,ops,require_redis,False,397,giveaways,src/bot/bot.js,37554,src/bot/domains/giveaways/callbacks.js
a:gw_end_do,ops,require_redis,False,398,giveaways,src/bot/bot.js,37519,src/bot/domains/giveaways/callbacks.js
a:gw_end_now,ops,require_redis,False,399,giveaways,src/bot/bot.js,37507,src/bot/domains/giveaways/callbacks.js
a:gw_export,ops,require_redis,False,400,giveaways,src/bot/bot.js,36792,src/bot/domains/giveaways/callbacks.js
a:gw_join,ops,require_redis,False,401,giveaways,src/bot/bot.js,37355,src/bot/domains/giveaways/callbacks.js
a:gw_list,ops,none,False,402,giveaways,src/bot/bot.js,36455,src/bot/domains/giveaways/callbacks.js
a:gw_list_ws,ops,none,False,403,giveaways,src/bot/bot.js,36466,src/bot/domains/giveaways/callbacks.js
a:gw_log,ops,require_redis,False,404,giveaways,src/bot/bot.js,36482,src/bot/domains/giveaways/callbacks.js
a:gw_media_clear,ops,require_redis,False,405,giveaways,src/bot/bot.js,37046,src/bot/domains/giveaways/callbacks.js
a:gw_media_gif,ops,require_redis,False,406,giveaways,src/bot/bot.js,37070,src/bot/domains/giveaways/callbacks.js
a:gw_media_photo,ops,require_redis,False,407,giveaways,src/bot/bot.js,37058,src/bot/domains/giveaways/callbacks.js
a:gw_media_skip,ops,none,False,408,giveaways,src/bot/bot.js,37038,src/bot/domains/giveaways/callbacks.js
a:gw_media_step,ops,require_redis,False,409,giveaways,src/bot/bot.js,37030,src/bot/domains/giveaways/callbacks.js
a:gw_media_video,ops,require_redis,False,410,giveaways,src/bot/bot.js,37081,src/bot/domains/giveaways/callbacks.js
a:gw_new,ops,require_redis,False,411,giveaways,src/bot/bot.js,36854,src/bot/domains/giveaways/callbacks.js
a:gw_new_pick,ops,require_redis,False,412,giveaways,src/bot/bot.js,36461,src/bot/domains/giveaways/callbacks.js
a:gw_open,ops,none,False,413,giveaways,src/bot/bot.js,36472,src/bot/domains/giveaways/callbacks.js
a:gw_open_public,ops,none,False,414,giveaways,src/bot/bot.js,36785,src/bot/domains/giveaways/callbacks.js
a:gw_preflight,ops,require_redis,False,415,giveaways,src/bot/bot.js,36814,src/bot/domains/giveaways/callbacks.js
a:gw_preset_apply,ops,require_redis,False,416,giveaways,src/bot/bot.js,36895,src/bot/domains/giveaways/callbacks.js
a:gw_preset_home,ops,none,False,417,giveaways,src/bot/bot.js,36883,src/bot/domains/giveaways/callbacks.js
a:gw_preview,ops,none,False,418,giveaways,src/bot/bot.js,37093,src/bot/domains/giveaways/callbacks.js
a:gw_prize,ops,require_redis,False,419,giveaways,src/bot/bot.js,36912,src/bot/domains/giveaways/callbacks.js
a:gw_publish,ops,require_redis,False,420,giveaways,src/bot/bot.js,37155,src/bot/domains/giveaways/callbacks.js
a:gw_publish_results,ops,require_redis,False,421,giveaways,src/bot/bot.js,36532,src/bot/domains/giveaways/callbacks.js
a:gw_remind_q,ops,none,False,422,giveaways,src/bot/bot.js,37449,src/bot/domains/giveaways/callbacks.js
a:gw_remind_send,ops,require_redis,False,423,giveaways,src/bot/bot.js,37464,src/bot/domains/giveaways/callbacks.js
a:gw_results_refresh,ops,require_redis,False,424,giveaways,src/bot/bot.js,36682,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_clear,ops,require_redis,False,425,giveaways,src/bot/bot.js,36326,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_edit,ops,require_redis,False,426,giveaways,src/bot/bot.js,36307,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_enter,ops,require_redis,False,427,giveaways,src/bot/bot.js,36283,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_from_folder,ops,require_redis,False,428,giveaways,src/bot/bot.js,36391,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_help,ops,none,False,429,giveaways,src/bot/bot.js,36364,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_next,ops,none,False,430,giveaways,src/bot/bot.js,36342,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_skip,ops,none,False,431,giveaways,src/bot/bot.js,36266,src/bot/domains/giveaways/callbacks.js
a:gw_sponsors_use_folder,ops,require_redis,False,432,giveaways,src/bot/bot.js,36412,src/bot/domains/giveaways/callbacks.js
a:gw_stats,ops,require_redis,False,433,giveaways,src/bot/bot.js,36477,src/bot/domains/giveaways/callbacks.js
a:gw_step_deadline,ops,require_redis,False,434,giveaways,src/bot/bot.js,36995,src/bot/domains/giveaways/callbacks.js
a:gw_step_sponsors,ops,require_redis,False,435,giveaways,src/bot/bot.js,36970,src/bot/domains/giveaways/callbacks.js
a:gw_why,ops,require_redis,False,436,giveaways,src/bot/bot.js,36821,src/bot/domains/giveaways/callbacks.js
a:gw_why_enter,ops,require_redis,False,437,giveaways,src/bot/bot.js,36826,src/bot/domains/giveaways/callbacks.js
a:gw_why_forward,ops,require_redis,False,438,giveaways,src/bot/bot.js,36836,src/bot/domains/giveaways/callbacks.js
a:gw_why_recheck,ops,require_redis,False,439,giveaways,src/bot/bot.js,36846,src/bot/domains/giveaways/callbacks.js
a:gw_winners,ops,require_redis,False,440,giveaways,src/bot/bot.js,36927,src/bot/domains/giveaways/callbacks.js
a:gw_winners_custom,ops,require_redis,False,441,giveaways,src/bot/bot.js,36958,src/bot/domains/giveaways/callbacks.js
a:gw_wv,ops,require_redis,False,442,giveaways,src/bot/bot.js,37545,src/bot/domains/giveaways/callbacks.js
a:home,edit,none,False,443,navigation,src/bot/bot.js,26427,src/bot/domains/navigation/callbacks.js
a:home_hint_ack,edit,none,False,444,navigation,src/bot/bot.js,26437,src/bot/domains/navigation/callbacks.js
a:home_hub,edit,none,False,445,navigation,unresolved_or_generated,,src/bot/domains/navigation/callbacks.js
a:home_mode,edit,none,False,446,navigation,src/bot/bot.js,26445,src/bot/domains/navigation/callbacks.js
a:lead_assign,edit,require_redis,False,447,leads,src/bot/bot.js,28078,src/bot/domains/leads/callbacks.js
a:lead_del_do,edit,require_redis,False,448,leads,src/bot/bot.js,28192,src/bot/domains/leads/callbacks.js
a:lead_del_q,edit,none,False,449,leads,src/bot/bot.js,28177,src/bot/domains/leads/callbacks.js
a:lead_note,edit,require_redis,False,450,leads,src/bot/bot.js,28425,src/bot/domains/leads/callbacks.js
a:lead_note_cancel,edit,none,False,451,leads,src/bot/bot.js,28403,src/bot/domains/leads/callbacks.js
a:lead_note_text,edit,require_redis,False,452,leads,src/bot/bot.js,28499,src/bot/domains/leads/callbacks.js
a:lead_note_tpl,edit,require_redis,False,453,leads,src/bot/bot.js,28565,src/bot/domains/leads/callbacks.js
a:lead_notes,edit,require_redis,False,454,leads,src/bot/bot.js,28384,src/bot/domains/leads/callbacks.js
a:lead_reply,edit,require_redis,False,455,leads,src/bot/bot.js,28650,src/bot/domains/leads/callbacks.js
a:lead_set,edit,require_redis,False,456,leads,src/bot/bot.js,28223,src/bot/domains/leads/callbacks.js
a:lead_tpl,edit,require_redis,False,457,leads,src/bot/bot.js,28025,src/bot/domains/leads/callbacks.js
a:lead_tpl_send,edit,require_redis,False,458,leads,src/bot/bot.js,28051,src/bot/domains/leads/callbacks.js
a:lead_tpls,edit,require_redis,False,459,leads,src/bot/bot.js,28011,src/bot/domains/leads/callbacks.js
a:lead_view,edit,none,False,460,leads,src/bot/bot.js,27978,src/bot/domains/leads/callbacks.js
a:main_menu,edit,none,False,461,navigation,src/bot/bot.js,26527,src/bot/domains/navigation/callbacks.js
a:match_buy,pay,require_redis,False,462,monetization_products,src/bot/bot.js,30494,src/bot/domains/monetization/callbacks.js
a:match_example,edit,require_redis,False,463,monetization_products,src/bot/bot.js,30444,src/bot/domains/monetization/callbacks.js
a:match_home,edit,none,False,464,monetization_products,src/bot/bot.js,30435,src/bot/domains/monetization/callbacks.js
a:match_inc,edit,require_redis,False,465,monetization_products,src/bot/bot.js,30453,src/bot/domains/monetization/callbacks.js
a:menu,edit,none,False,466,navigation,src/bot/bot.js,26246,src/bot/domains/navigation/callbacks.js
a:menu_push,edit,none,False,467,navigation,src/bot/bot.js,26191,src/bot/domains/navigation/callbacks.js
a:h,view,none,False,468,navigation,src/bot/bot.js,24928,src/bot/domains/navigation/callbacks.js
a:notice,view,require_redis,False,469,notifications,src/bot/bot.js,26293,src/bot/domains/notifications/callbacks.js
a:push_ack,view,none,False,470,notifications,unresolved_or_generated,,src/bot/domains/notifications/callbacks.js
a:usr_ack,view,none,False,471,onboarding,src/bot/bot.js,26259,src/bot/domains/onboarding/callbacks.js
a:mod_home,edit,none,False,472,moderation,src/bot/bot.js,33496,src/bot/domains/moderation/callbacks.js
a:mod_r_close,edit,require_redis,False,473,moderation,src/bot/bot.js,33530,src/bot/domains/moderation/callbacks.js
a:mod_r_freeze,edit,require_redis,False,474,moderation,src/bot/bot.js,33517,src/bot/domains/moderation/callbacks.js
a:mod_r_resolve,edit,require_redis,False,475,moderation,src/bot/bot.js,33543,src/bot/domains/moderation/callbacks.js
a:mod_report,edit,require_redis,False,476,moderation,src/bot/bot.js,33510,src/bot/domains/moderation/callbacks.js
a:mod_reports,edit,require_redis,False,477,moderation,src/bot/bot.js,33503,src/bot/domains/moderation/callbacks.js
a:mod_verif_approve,edit,require_redis,False,478,moderation,src/bot/bot.js,33569,src/bot/domains/moderation/callbacks.js
a:mod_verif_reject,edit,require_redis,False,479,moderation,src/bot/bot.js,33582,src/bot/domains/moderation/callbacks.js
a:mod_verif_view,edit,none,False,480,moderation,src/bot/bot.js,33561,src/bot/domains/moderation/callbacks.js
a:mod_verifs,edit,require_redis,False,481,moderation,src/bot/bot.js,33553,src/bot/domains/moderation/callbacks.js
a:more,edit,none,False,482,navigation,src/bot/bot.js,25293,src/bot/domains/navigation/callbacks.js
a:my_apps,edit,require_redis,False,483,applications,src/bot/bot.js,27939,src/bot/domains/applications/callbacks.js
a:nd,ops,none,False,484,notifications,src/bot/bot.js,25121,src/bot/domains/notifications/callbacks.js
a:net_q,edit,none,False,485,workspaces,src/bot/bot.js,35748,src/bot/domains/workspaces/callbacks.js
a:net_set,edit,require_redis,False,486,workspaces,src/bot/bot.js,35762,src/bot/domains/workspaces/callbacks.js
a:nop,edit,none,False,488,navigation,src/bot/bot.js,24955,src/bot/domains/navigation/callbacks.js
a:off_buy,pay,require_redis,False,489,official_publish,src/bot/bot.js,34070,src/bot/domains/officialPublish/callbacks.js
a:off_buy_home,pay,none,False,490,official_publish,src/bot/bot.js,34064,src/bot/domains/officialPublish/callbacks.js
a:off_manage,edit,require_redis,False,491,official_publish,src/bot/bot.js,33948,src/bot/domains/officialPublish/callbacks.js
a:off_pub,edit,require_redis,False,492,official_publish,src/bot/bot.js,34143,src/bot/domains/officialPublish/callbacks.js
a:off_queue,edit,none,False,493,official_publish,src/bot/bot.js,34314,src/bot/domains/officialPublish/callbacks.js
a:off_verify,edit,require_redis,False,494,official_publish,src/bot/bot.js,34213,src/bot/domains/officialPublish/callbacks.js
a:off_req,edit,none,False,495,official_publish,src/bot/bot.js,33960,src/bot/domains/officialPublish/callbacks.js
a:off_req_cancel,edit,none,False,496,official_publish,src/bot/bot.js,34030,src/bot/domains/officialPublish/callbacks.js
a:off_req_home,edit,none,False,497,official_publish,src/bot/bot.js,33954,src/bot/domains/officialPublish/callbacks.js
a:off_rm,edit,require_redis,False,498,official_publish,src/bot/bot.js,34285,src/bot/domains/officialPublish/callbacks.js
a:off_upd,edit,require_redis,False,499,official_publish,src/bot/bot.js,34252,src/bot/domains/officialPublish/callbacks.js
a:offer_open,edit,none,False,500,official_publish,src/bot/bot.js,33932,src/bot/domains/officialPublish/callbacks.js
a:onb_brand,edit,require_redis,False,501,onboarding,src/bot/bot.js,28706,src/bot/domains/onboarding/callbacks.js
a:onb_creator,edit,require_redis,False,502,onboarding,src/bot/bot.js,28683,src/bot/domains/onboarding/callbacks.js
a:pm_home,edit,none,False,503,directory_search,src/bot/bot.js,30357,src/bot/domains/directory/searchCallbacks.js
a:pm_pick,edit,require_redis,False,504,directory_search,src/bot/bot.js,30380,src/bot/domains/directory/searchCallbacks.js
a:pm_reset,edit,require_redis,False,505,directory_search,src/bot/bot.js,30370,src/bot/domains/directory/searchCallbacks.js
a:pm_run,edit,require_redis,False,506,directory_search,src/bot/bot.js,30416,src/bot/domains/directory/searchCallbacks.js
a:pm_tog,edit,require_redis,False,507,directory_search,src/bot/bot.js,30386,src/bot/domains/directory/searchCallbacks.js
a:pm_view,edit,none,False,508,directory_search,src/bot/bot.js,30422,src/bot/domains/directory/searchCallbacks.js
a:pro_home,edit,none,False,509,monetization_products,src/bot/bot.js,28923,src/bot/domains/monetization/callbacks.js
a:role_pick,edit,require_redis,False,510,onboarding,src/bot/bot.js,26421,src/bot/domains/onboarding/callbacks.js
a:acc_del_q,ops,none,False,512,account,src/bot/bot.js,25631,src/bot/domains/account/callbacks.js
a:acc_del_do,ops,db_truth,False,513,account,src/bot/bot.js,25653,src/bot/domains/account/callbacks.js
a:acc_restore,ops,db_truth,False,514,account,src/bot/bot.js,25686,src/bot/domains/account/callbacks.js
a:send_request_to_creator,edit,none,False,515,leads,src/bot/bot.js,27407,src/bot/domains/leads/callbacks.js
a:setup,edit,require_redis,False,516,workspaces,src/bot/bot.js,28903,src/bot/domains/workspaces/callbacks.js
a:share,edit,require_redis,False,517,sharing,src/bot/bot.js,25405,src/bot/domains/sharing/callbacks.js
a:share_perf,edit,none,False,518,sharing,src/bot/bot.js,25428,src/bot/domains/sharing/callbacks.js
a:share_points,edit,none,False,519,sharing,src/bot/bot.js,25439,src/bot/domains/sharing/callbacks.js
a:share_link,edit,none,False,520,sharing,src/bot/bot.js,25450,src/bot/domains/sharing/callbacks.js
a:share_card,edit,none,False,521,sharing,src/bot/bot.js,25461,src/bot/domains/sharing/callbacks.js
a:share_history,edit,none,False,522,sharing,src/bot/bot.js,25468,src/bot/domains/sharing/callbacks.js
a:share_rewards,edit,none,False,523,sharing,src/bot/bot.js,25479,src/bot/domains/sharing/callbacks.js
a:share_redeem,ops,none,False,524,sharing,src/bot/bot.js,25491,src/bot/domains/sharing/callbacks.js
a:share_redeem_do,ops,db_truth,False,525,sharing,src/bot/bot.js,25530,src/bot/domains/sharing/callbacks.js
a:support,ops,none,False,528,support,src/bot/bot.js,25719,src/bot/domains/support/callbacks.js
a:support_push,ops,none,False,529,support,src/bot/bot.js,25571,src/bot/domains/support/callbacks.js
a:support_write,ops,require_redis,False,530,support,src/bot/bot.js,25754,src/bot/domains/support/callbacks.js
a:team,edit,require_redis,False,531,brand_management,unresolved_or_generated,,src/bot/domains/brands/managementCallbacks.js
a:ui_mode_set,edit,none,False,534,navigation,src/bot/bot.js,25168,src/bot/domains/navigation/callbacks.js
a:verify_home,edit,none,False,535,verification,src/bot/bot.js,28727,src/bot/domains/verification/callbacks.js
a:verify_info,edit,none,False,536,verification,src/bot/bot.js,28736,src/bot/domains/verification/callbacks.js
a:verify_kind,edit,require_redis,False,537,verification,src/bot/bot.js,28741,src/bot/domains/verification/callbacks.js
a:ws_editor_add_username,edit,require_redis,False,538,workspaces,src/bot/bot.js,36169,src/bot/domains/workspaces/callbacks.js
a:ws_editor_invite,edit,require_redis,False,539,workspaces,src/bot/bot.js,36149,src/bot/domains/workspaces/callbacks.js
a:ws_editor_rm_do,edit,require_redis,False,540,workspaces,src/bot/bot.js,36199,src/bot/domains/workspaces/callbacks.js
a:ws_editor_rm_q,edit,none,False,541,workspaces,src/bot/bot.js,36183,src/bot/domains/workspaces/callbacks.js
a:ws_editors,edit,require_redis,False,542,workspaces,src/bot/bot.js,36141,src/bot/domains/workspaces/callbacks.js
a:ws_history,edit,require_redis,False,543,workspaces,src/bot/bot.js,28941,src/bot/domains/workspaces/callbacks.js
a:ws_history_export,edit,require_redis,False,544,workspaces,src/bot/bot.js,28946,src/bot/domains/workspaces/callbacks.js
a:ws_ig_dm,edit,require_redis,False,545,workspaces,src/bot/bot.js,29007,src/bot/domains/workspaces/callbacks.js
a:ws_ig_templates,edit,require_redis,False,546,workspaces,src/bot/bot.js,28989,src/bot/domains/workspaces/callbacks.js
a:ws_ig_templates_send,edit,require_redis,False,547,workspaces,src/bot/bot.js,28997,src/bot/domains/workspaces/callbacks.js
a:ws_ig_verify,edit,require_redis,False,548,workspaces,src/bot/bot.js,29019,src/bot/domains/workspaces/callbacks.js
a:ws_ig_verify_comment,edit,require_redis,False,549,workspaces,src/bot/bot.js,29036,src/bot/domains/workspaces/callbacks.js
a:ws_ig_verify_oauth,edit,require_redis,False,550,workspaces,src/bot/bot.js,29064,src/bot/domains/workspaces/callbacks.js
a:ws_ig_verify_status,edit,none,False,551,workspaces,src/bot/bot.js,29050,src/bot/domains/workspaces/callbacks.js
a:ws_leads,edit,require_redis,False,552,workspaces,src/bot/bot.js,27963,src/bot/domains/workspaces/callbacks.js
a:ws_list,edit,none,False,553,workspaces,src/bot/bot.js,28912,src/bot/domains/workspaces/callbacks.js
a:ws_list_inactive,edit,none,False,554,workspaces,src/bot/bot.js,28917,src/bot/domains/workspaces/callbacks.js
a:ws_disconnect_q,edit,none,False,555,workspaces,src/bot/bot.js,35660,src/bot/domains/workspaces/callbacks.js
a:ws_disconnect_do,edit,none,False,556,workspaces,src/bot/bot.js,35690,src/bot/domains/workspaces/callbacks.js
a:ws_reconnect_q,edit,none,False,557,workspaces,src/bot/bot.js,35706,src/bot/domains/workspaces/callbacks.js
a:ws_reconnect_do,edit,none,False,558,workspaces,src/bot/bot.js,35735,src/bot/domains/workspaces/callbacks.js
a:ws_open,edit,none,False,559,workspaces,src/bot/bot.js,28931,src/bot/domains/workspaces/callbacks.js
a:ws_pro,edit,require_redis,False,560,workspaces,src/bot/bot.js,29465,src/bot/domains/workspaces/callbacks.js
a:ws_pro_buy,pay,require_redis,False,561,workspaces,src/bot/bot.js,29470,src/bot/domains/workspaces/callbacks.js
a:ws_pro_pin,edit,require_redis,False,562,workspaces,src/bot/bot.js,30639,src/bot/domains/workspaces/callbacks.js
a:ws_pro_pin_clear,edit,require_redis,False,563,workspaces,src/bot/bot.js,30669,src/bot/domains/workspaces/callbacks.js
a:ws_pro_pin_set,edit,require_redis,False,564,workspaces,src/bot/bot.js,30656,src/bot/domains/workspaces/callbacks.js
a:ws_prof_edit,edit,require_redis,False,565,workspaces,src/bot/bot.js,29380,src/bot/domains/workspaces/callbacks.js
a:ws_prof_clear,edit,require_redis,False,566,workspaces,src/bot/bot.js,29352,src/bot/domains/workspaces/callbacks.js
a:ws_prof_contacts,edit,require_redis,False,567,workspaces,src/bot/bot.js,29234,src/bot/domains/workspaces/callbacks.js
a:ws_prof_contacts_edit,edit,require_redis,False,568,workspaces,src/bot/bot.js,29292,src/bot/domains/workspaces/callbacks.js
a:ws_prof_contacts_clear,edit,require_redis,False,569,workspaces,src/bot/bot.js,29322,src/bot/domains/workspaces/callbacks.js
a:ws_prof_contacts_clear_k,edit,require_redis,False,570,workspaces,src/bot/bot.js,29330,src/bot/domains/workspaces/callbacks.js
a:ws_prof_contacts_migrate,edit,require_redis,False,571,workspaces,src/bot/bot.js,29242,src/bot/domains/workspaces/callbacks.js
a:ws_prof_fmt_clear,edit,require_redis,False,572,workspaces,src/bot/bot.js,29222,src/bot/domains/workspaces/callbacks.js
a:ws_prof_fmt_t,edit,require_redis,False,573,workspaces,src/bot/bot.js,29200,src/bot/domains/workspaces/callbacks.js
a:ws_prof_formats,edit,require_redis,False,574,workspaces,src/bot/bot.js,29195,src/bot/domains/workspaces/callbacks.js
a:ws_prof_mode,edit,require_redis,False,575,workspaces,src/bot/bot.js,29138,src/bot/domains/workspaces/callbacks.js
a:ws_prof_mode_set,edit,require_redis,False,576,workspaces,src/bot/bot.js,29143,src/bot/domains/workspaces/callbacks.js
a:ws_prof_reset,edit,require_redis,False,577,workspaces,src/bot/bot.js,29407,src/bot/domains/workspaces/callbacks.js
a:ws_prof_reset_ok,edit,require_redis,False,578,workspaces,src/bot/bot.js,29438,src/bot/domains/workspaces/callbacks.js
a:ws_prof_vert_clear,edit,require_redis,False,579,workspaces,src/bot/bot.js,29184,src/bot/domains/workspaces/callbacks.js
a:ws_prof_vert_t,edit,require_redis,False,580,workspaces,src/bot/bot.js,29162,src/bot/domains/workspaces/callbacks.js
a:ws_prof_verticals,edit,require_redis,False,581,workspaces,src/bot/bot.js,29157,src/bot/domains/workspaces/callbacks.js
a:ws_profile,edit,none,False,582,workspaces,src/bot/bot.js,28952,src/bot/domains/workspaces/callbacks.js
a:ws_settings,edit,require_redis,False,583,workspaces,src/bot/bot.js,28936,src/bot/domains/workspaces/callbacks.js
a:ws_share,edit,require_redis,False,584,workspaces,src/bot/bot.js,28964,src/bot/domains/workspaces/callbacks.js
a:ws_share_send,edit,require_redis,False,585,workspaces,src/bot/bot.js,28974,src/bot/domains/workspaces/callbacks.js
a:ws_toggle_cur,edit,none,False,586,workspaces,src/bot/bot.js,35792,src/bot/domains/workspaces/callbacks.js
